name,16S.match,23S.match,blaTEM.match,folP.match,gyrA.match,mtrR.match,mtrR_promoter.match,parC.match,parE.match,penA.match,ponA.match,porA.match,porB1a.match,porB1b.match,rpoB.match,rpsJ.match,tetM.match
ERR1549299,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR1549300,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR191730,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191731,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191732,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191733,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191734,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191735,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR191736,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191737,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,yes
ERR191738,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR191739,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,no
ERR191740,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no
ERR191741,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no
ERR191743,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no
ERR191746,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191747,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR191748,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191749,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,no
ERR191750,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191751,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR191752,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191753,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,yes,yes
ERR191754,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191755,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR191756,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191757,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191758,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191759,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191760,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191761,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR191762,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191763,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191764,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191765,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191766,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191767,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no
ERR191768,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191769,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,yes
ERR191770,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191771,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191772,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191773,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR191774,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191775,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191776,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191777,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191778,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191779,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
ERR191780,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191781,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191782,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191783,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191784,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191785,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR191786,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191787,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191788,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191789,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR191790,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191791,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,no
ERR191792,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191793,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,yes,yes
ERR191794,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191795,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191796,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191797,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191798,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191799,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191800,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR191801,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no
ERR191802,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR191803,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,yes,no
ERR191804,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191805,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191806,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191807,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR191808,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191809,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191810,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191811,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191812,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
ERR191813,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
ERR191814,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191815,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR191816,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191817,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191818,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191819,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,yes
ERR191820,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191821,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR191822,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191823,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191824,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR191825,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR222892,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR222893,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR222894,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR222895,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR222896,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR222897,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR222898,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR222899,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
ERR222900,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR222901,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR222902,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR222903,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR222904,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR222905,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR222906,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR222907,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no
ERR222908,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR222909,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,yes
ERR222910,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR222911,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,yes,yes,yes
ERR222912,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR222913,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,no
ERR222914,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR222915,no,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes
ERR222916,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR222917,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR222918,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR222919,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,no
ERR222920,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR222921,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR222922,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR222923,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR222924,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR222925,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR222926,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR222927,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR222928,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR222929,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR222930,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR222931,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR222932,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR222933,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR222934,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR222935,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR222936,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR222937,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR222938,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR222939,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR222940,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR222941,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223603,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223604,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR223605,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223606,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no
ERR223607,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223608,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223609,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223610,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223611,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223612,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR223613,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223614,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR223615,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223616,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR223617,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223619,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223620,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223621,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223622,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR223623,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223624,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR223625,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223626,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR223627,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223628,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR223629,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223630,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223631,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223632,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,yes,no
ERR223633,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223634,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR223635,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223636,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR223637,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223638,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223639,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223640,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR223641,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223642,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no
ERR223643,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223644,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no
ERR223645,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223646,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR223647,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223648,no,yes,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR223649,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223650,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,no
ERR223651,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223652,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,yes
ERR223653,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223654,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR223655,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR223656,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,yes,yes,yes
ERR223657,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223658,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223659,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR223660,no,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,yes,yes
ERR223661,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223662,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR223663,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223664,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223665,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223666,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223667,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR223668,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
ERR223669,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223670,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR223671,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223672,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223673,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR223674,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR223675,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR223676,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR223677,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR223678,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no
ERR223679,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR223680,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR223681,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR223682,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR223683,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no
ERR223684,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223685,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223686,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,yes,yes,yes
ERR223687,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223688,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,no
ERR223689,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223690,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR223691,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223692,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,yes,yes,yes
ERR223693,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223694,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,yes
ERR223695,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR223696,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR223697,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR223698,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR355924,no,no,no,yes,no,no,yes,no,no,yes,yes,no,no,yes,no,yes,no
ERR355925,no,no,no,yes,no,no,yes,no,no,yes,yes,no,no,yes,no,yes,no
ERR355926,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no
ERR355927,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no
ERR854867,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854868,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854869,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854870,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854871,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR854872,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR854874,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
ERR854875,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
ERR854876,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
ERR854877,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
ERR854878,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
ERR854879,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854880,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR854881,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR854882,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR854883,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854884,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854885,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854886,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR854887,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854888,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854889,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes,no
ERR854890,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR854891,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR854892,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR854893,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR854894,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854895,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854896,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR854897,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854898,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854899,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854900,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854901,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854902,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854903,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854904,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854905,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no
ERR854906,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854907,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854908,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854909,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no
ERR854910,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854911,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854912,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854913,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854914,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854915,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854916,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR854917,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
